Part Number,Vos TC (max),Ios (max),BW -3 dB (typ),Ibias (typ),CMRR (min),0.1 to 10 Hz VNoise (typ),1 Hz Vnoise (typ),1 Hz Inoise (typ),Current Noise Density (typ),# of Amps,GBP (typ),Slew Rate (typ),Vos (max),VNoise Density (typ),Ibias (max),Iq/Amp (typ),Vs span (min),Vs span (max),Package
,V/°C,A,Hz,A,dB,V p-p,V/rtHz,A/rtHz,A/rtHz,,Hz,V/us,V,V/rtHz,A,A,V,V,
AD9632,,0.000003,250000000,0.000002,70,,0.000000064,,0.000000000002,1,130000000,1500,0.005,0.0000000043,0.000007,0.016,6,12,8-Lead SOIC
LT1169,0.00005,0.000000000015,,0.000000000004,82,0.0000024,0.000000056,,0.000000000000001,2,5300000,4.2,0.002,0.000000006,0.00000000002,0.0053,9,40,8-Lead PDIP (Narrow 0.3 Inch) 8-Lead SOIC (Narrow 0.15 Inch)
LT1361,0.000012,0.00000025,,0.0000003,86,,0.00000019,0.0000000000094,0.0000000000009,2,50000000,800,0.001,0.000000009,0.000001,0.0038,5,36,8-Lead PDIP (Narrow 0.3 Inch) 8-Lead SOIC (Narrow 0.15 Inch)
LT1362,0.000012,0.00000025,,0.0000003,86,,0.00000019,0.0000000000094,0.0000000000009,4,50000000,800,0.001,0.000000009,0.000001,0.0038,5,36,14-Lead PDIP (Narrow 0.3 Inch) 16-Lead SOIC (Narrow 0.15 Inch)
LT1364,0.000013,0.00000025,,0.0000003,86,,0.00000025,0.00000000001,0.000000000001,2,70000000,1000,0.0015,0.000000009,0.000001,0.006,3,36,8-Lead PDIP (Narrow 0.3 Inch) 8-Lead SOIC (Narrow 0.15 Inch)
LT1365,0.000013,0.00000035,,0.0000006,84,,0.00000025,0.00000000001,0.000000000001,4,70000000,1000,0.0015,0.000000009,0.000002,0.006,3,36,14-Lead PDIP (Narrow 0.3 Inch) 16-Lead SOIC (Narrow 0.15 Inch)
AD8001,,,880000000,0.000005,50,,,,0.000000000018,1,,1200,0.0055,0.000000002,0.000025,0.005,6,12,8-Lead PDIP 8-Lead CerDIP 8-Lead SOIC 5-Lead SOT-23 CHIPS OR DIE
AD8001S,,,880000000,,50,,,,,1,,,0.0055,,0.000025,,6,12,CERPAK(HERM CER SRF MOUNT) CERDIP GLASS SEAL
LT1251,,,40000000,0.00001,55,,,,0.0000000000015,1,,300,0.005,0.0000000027,0.00003,0.0135,5,36,14-Lead PDIP (Narrow 0.3 Inch) 14-Lead SOIC (Narrow 0.15 Inch)
LT1256,,,40000000,,55,,,,0.0000000000015,1,,300,0.005,0.0000000027,,0.0135,5,36,14-Lead PDIP (Narrow 0.3 Inch) 14-Lead SOIC (Narrow 0.15 Inch)
LT1457,0.00001,,,0.00000000005,86,0.000002,0.00000007,,0.0000000000000015,2,1000000,4,0.00045,0.000000013,0.0000000005,0.0018,9,40,8-Lead PDIP (Narrow 0.3 Inch) 8-Lead SOIC (Narrow 0.15 Inch)
LTC1152,0.0000001,0.0000000002,,0.00000000001,115,0.000002,0.00000013,,0.0000000000006,1,700000,0.5,0.00001,0.0000001,0.0000000001,0.0022,3,14,8-Lead PDIP (Narrow 0.3 Inch) 8-Lead SOIC (Narrow 0.15 Inch)
OP291,,0.000000011,,0.00000003,75,0.000002,,,0.0000000000008,2,3000000,0.5,0.0007,0.000000035,0.000000065,0.00042,2.7,12,8-Lead SOIC
OP491,,0.000000011,,0.00000003,75,0.000002,,,0.0000000000008,4,3000000,0.5,0.0007,0.000000042,0.000000065,0.0002,2.7,12,14-Lead PDIP 14-Lead SOIC 14-Lead TSSOP
LT1203,,,,0.0000006,,,,,,1,150000000,300,0.03,,0.000005,0.01,9,36,8-Lead PDIP (Narrow 0.3 Inch) 8-Lead SOIC (Narrow 0.15 Inch)
LT1205,,,,0.0000006,,,,,,2,150000000,300,0.03,,0.000005,0.01,9,36,16-Lead SOIC (Narrow 0.15 Inch)
LT1366,0.000006,0.000000012,,0.00000001,95,,0.000000042,0.00000000000073,0.00000000000007,2,400000,0.13,0.000475,0.000000029,0.000000035,0.00034,2,36,8-Lead PDIP (Narrow 0.3 Inch) 8-Lead SOIC (Narrow 0.15 Inch)
AD812,,,145000000,0.0000003,55,,,,0.0000000000015,2,,250,0.005,0.0000000035,0.000025,0.0045,2.4,36,8-Lead PDIP 8-Lead SOIC
AD813,,,100000000,0.000005,57,,,,0.0000000000015,3,,450,0.005,0.0000000035,0.00003,,2.4,36,14-Lead PDIP 14-Lead SOIC LCC:CER LEADLESS CHIP CARR CHIPS OR DIE
LT1113,0.0000015,0.0000000001,,0.0000000003,85,0.0000024,0.000000051,,0.00000000000001,2,5600000,3.9,0.0015,0.0000000045,0.00000000045,0.0053,9,40,8-Lead PDIP (Narrow 0.3 Inch) 8-Lead SOIC (Narrow 0.15 Inch)
LT1204,,,95000000,,48,,,,0.0000000000015,1,,1000,0.014,0.000000007,,0.019,9,36,16-Lead PDIP (Narrow 0.30 Inch) 16-Lead SOIC (Wide 0.3 Inch)
LT1259,,,130000000,,55,,,,0.0000000000013,2,,1600,0.012,0.0000000036,,0.005,4,36,14-Lead PDIP (Narrow 0.3 Inch) 14-Lead SOIC (Narrow 0.15 Inch)
LT1260,,,130000000,,55,,,,0.0000000000013,3,,1600,0.012,0.0000000036,,0.005,4,36,16-Lead PDIP (Narrow 0.30 Inch) 16-Lead SOIC (Narrow 0.15 Inch)
LT1355,0.000008,0.00000007,,0.00000008,83,,0.00000013,0.0000000000068,0.0000000000006,2,12000000,400,0.0008,0.00000001,0.0000003,0.001,5,36,8-Lead PDIP (Narrow 0.3 Inch) 8-Lead SOIC (Narrow 0.15 Inch)
LT1356,0.000008,0.00000007,,0.00000008,83,,0.00000013,0.0000000000068,0.0000000000006,4,12000000,400,0.0008,0.00000001,0.0000003,0.001,5,36,14-Lead PDIP (Narrow 0.3 Inch) 16-Lead SOIC (Narrow 0.15 Inch)
LT1358,0.000008,0.00000012,,0.00000012,80,,0.000000026,0.0000000000021,0.0000000000008,2,25000000,600,0.0006,0.000000008,0.0000005,0.002,5,36,8-Lead PDIP (Narrow 0.3 Inch) 8-Lead SOIC (Narrow 0.15 Inch)
LT1359,0.000008,0.00000012,,0.00000012,80,,0.000000026,0.0000000000021,0.0000000000008,4,25000000,600,0.0006,0.000000008,0.0000005,0.002,5,36,14-Lead PDIP (Narrow 0.3 Inch) 14-Lead SOIC (Narrow 0.15 Inch) 16-Lead SOIC (Narrow 0.15 Inch)
LT1360,0.000012,0.00000025,,0.0000003,86,,0.00000018,0.0000000000094,0.0000000000009,1,50000000,800,0.001,0.000000009,0.000001,0.0038,3,36,8-Lead PDIP (Narrow 0.3 Inch) 8-Lead SOIC (Narrow 0.15 Inch)
LT1363,0.000013,0.00000035,,0.0000006,84,,0.00000025,0.00000000001,0.000000000001,1,70000000,1000,0.0015,0.000000009,0.000002,0.0063,3,36,8-Lead PDIP (Narrow 0.3 Inch) 8-Lead SOIC (Narrow 0.15 Inch)
LT1413,,0.0000000007,,0.000000015,90,0.00000055,0.000000039,0.00000000000022,0.00000000000002,2,950000,0.3,0.00015,0.000000023,,0.00033,3,22,8-Lead PDIP (Narrow 0.3 Inch) 8-Lead SOIC (Narrow 0.15 Inch)
OP292,0.00001,0.00000005,,0.000000375,78,0.000025,,,0.0000000000007,2,4000000,4,0.002,0.000000015,0.0000007,0.001,4.5,33,8-Lead SOIC
OP492,0.00001,0.00000005,,0.000000375,78,0.000025,,,0.0000000000007,4,4000000,4,0.0025,0.000000015,0.0000007,0.001,4.5,33,14-Lead SOIC
AD822,,0.000000000012,180000,0.000000000002,74,0.000002,0.00000011,,0.0000000000000008,2,1800000,3,0.0015,0.000000013,0.000000000012,0.0009,5,30,CHIPS OR DIE 8-Lead PDIP 8-Lead SOIC 8-Lead MSOP
AD826,,0.0000003,50000000,0.0000033,86,,0.000000099,,0.0000000000015,2,50000000,350,0.002,0.000000015,0.0000066,0.0066,5,36,8-Lead PDIP 8-Lead SOIC
AD828,,0.0000003,130000000,0.0000033,86,,0.000000036,,0.0000000000015,2,100000000,450,0.002,0.00000001,0.0000066,0.0075,5,36,8-Lead PDIP 8-Lead SOIC
LT1206,,,66000000,,55,,,,0.000000000002,1,,900,0.01,0.0000000036,,0.02,10,36,7-Lead TO-220 7-Lead DD Pak 8-Lead PDIP (Narrow 0.3 Inch) 8-Lead SOIC (Narrow 0.15 Inch)
OP113,,,,0.00000024,100,0.00000012,0.000000029,0.0000000000032,0.0000000000004,1,3400000,1.2,0.000075,0.0000000047,0.0000006,0.003,4,36,8-Lead SOIC
OP413,,,,0.00000024,100,0.00000012,0.000000029,0.0000000000032,0.0000000000004,4,3400000,1.2,0.000125,0.0000000047,0.0000006,0.003,4,36,16-Lead SOIC Wide
OP495,,0.000000003,,0.000000007,90,0.00000125,,,0.0000000000001,4,85000,0.03,0.0005,0.000000045,0.00000002,0.000175,3,36,14-Lead PDIP 16-Lead SOIC Wide
AD820,,0.00000000001,,0.000000000002,74,0.000002,0.0000001,,0.0000000000000008,1,1800000,3,0.001,0.000000013,0.00000000001,0.0009,5,30,8-Lead PDIP 8-Lead SOIC 8-Lead MSOP
LT1208,,0.0000004,,0.000004,86,,0.00000063,0.000000000054,0.0000000000011,2,45000000,400,0.003,0.000000022,0.000008,0.007,8,36,8-Lead PDIP (Narrow 0.3 Inch) 8-Lead SOIC (Narrow 0.15 Inch)
LT1209,,0.0000004,,0.000004,86,,0.00000063,0.000000000054,0.0000000000011,4,45000000,400,0.003,0.000000022,0.000008,0.007,8,36,14-Lead PDIP (Narrow 0.3 Inch) 16-Lead SOIC (Narrow 0.15 Inch)
LT1212,0.000003,0.00000000003,,0.00000006,86,0.00000025,0.000000022,0.0000000000018,0.0000000000002,4,13000000,7,0.000275,0.000000012,0.000000125,0.0013,2.5,36,14-Lead PDIP (Narrow 0.3 Inch) 16-Lead SOIC (Narrow 0.15 Inch)
LT1214,0.000003,0.00000004,,0.0000001,86,0.0000002,0.000000011,0.0000000000012,0.0000000000002,4,28000000,8.5,0.000275,0.00000001,0.0000002,0.0027,2.5,36,14-Lead PDIP (Narrow 0.3 Inch) 16-Lead SOIC (Narrow 0.15 Inch)
LT1216,0.000005,0.00000000012,,0.00000042,90,0.0000004,0.000000017,0.000000000028,0.0000000000005,4,23000000,30,0.00045,0.000000012,0.0000006,0.00475,2.5,36,14-Lead PDIP (Narrow 0.3 Inch) 16-Lead SOIC (Narrow 0.15 Inch)
LT1252,,,250000000,,55,,,,0.0000000000015,1,,250,0.015,0.000000003,,0.0085,4,28,8-Lead PDIP (Narrow 0.3 Inch) 8-Lead SOIC (Narrow 0.15 Inch)
LT1253,,,250000000,,55,,,,0.0000000000015,2,,250,0.015,0.000000003,,0.006,4,28,8-Lead PDIP (Narrow 0.3 Inch) 8-Lead SOIC (Narrow 0.15 Inch)
LT1254,,,,,55,,,,0.0000000000015,4,250000000,250,0.015,0.000000003,,0.006,4,28,14-Lead PDIP (Narrow 0.3 Inch) 14-Lead SOIC (Narrow 0.15 Inch)
SSM2135,,0.00000005,,0.0000003,87,,0.000000026,0.0000000000035,0.0000000000005,2,3500000,0.9,0.002,0.0000000052,0.00000075,0.0038,4,36,8-Lead SOIC
LT1195,,0.000001,,0.0000005,60,,,,0.000000000002,1,50000000,165,0.008,0.00000007,0.000002,0.012,4,18,8-Lead PDIP (Narrow 0.3 Inch) 8-Lead SOIC (Narrow 0.15 Inch)
LT1211,0.0000015,0.00000002,,0.00000005,90,0.00000025,0.000000022,0.0000000000018,0.0000000000002,2,13000000,7,0.00015,0.000000012,0.0000001,0.0013,2.5,36,8-Lead PDIP (Narrow 0.3 Inch) 8-Lead SOIC (Narrow 0.15 Inch)
LT1211MJ8,0.0000015,,,0.00000005,90,0.00000025,,,0.0000000000002,2,13000000,7,0.00015,0.000000012,0.0000001,0.0013,2.5,36,8-Lead PDIP (Narrow 0.3 Inch) 8-Lead SOIC (Narrow 0.15 Inch)
LT1213,0.0000015,0.00000003,,0.00000008,90,0.0000002,0.000000011,0.0000000000012,0.0000000000002,2,28000000,8.5,0.00015,0.00000001,0.00000016,0.0027,2.5,36,8-Lead PDIP (Narrow 0.3 Inch) 8-Lead SOIC (Narrow 0.15 Inch)
LT1213MJ8,0.0000015,,,0.00000008,90,0.0000002,,,0.0000000000002,2,28000000,8.5,0.00015,0.00000001,0.00000016,0.0027,2.5,36,8-Lead PDIP (Narrow 0.3 Inch) 8-Lead SOIC (Narrow 0.15 Inch)
LT1215,0.0000025,0.00000000008,,0.00000042,90,0.0000004,0.000000017,0.000000000028,0.0000000000005,2,23000000,30,0.0003,0.000000012,0.0000005,0.00475,2.5,36,8-Lead PDIP (Narrow 0.3 Inch) 8-Lead SOIC (Narrow 0.15 Inch)
OP467,,0.0000001,,0.00000015,80,0.00000015,0.000000018,0.000000000014,0.0000000000008,4,28000000,170,0.0005,0.000000006,0.0000006,0.008,9,36,20-Lead LCC 14-Lead PDIP 14-Lead CerDIP 16-Lead SOIC Wide CHIPS OR DIE
OP467S,0.000005,0.0000001,,,80,,,,,4,,,0.0005,,0.0000006,,9,36,CERDIP GLASS SEAL CERPAK(HERM CER SRF MOUNT) LCC:CER LEADLESS CHIP CARR
AD795,0.00001,0.000000000001,1600000,0.000000000001,90,0.000001,0.00000009,,0.0000000000000006,1,1600000,1,0.0005,0.000000009,0.000000000002,0.0015,8,36,8-Lead SOIC
AD810,,,80000000,0.000002,56,,,,0.0000000000015,1,,1000,0.006,0.0000000029,0.00001,0.0068,5,36,8-Lead PDIP 8-Lead CerDIP 8-Lead SOIC CHIPS OR DIE
AD817,,0.0000002,50000000,0.0000033,86,,0.000000098,,0.0000000000015,1,50000000,350,0.002,0.000000015,0.0000066,0.007,5,36,8-Lead PDIP 8-Lead SOIC
AD818,,0.0000003,130000000,0.0000033,86,,,,0.0000000000015,1,100000000,500,0.002,0.00000001,0.0000066,0.007,5,36,8-Lead PDIP 8-Lead SOIC
LT1112,,0.00000000018,,0.00000000007,120,0.0000003,0.000000025,0.0000000000001,0.000000000000008,2,750000,0.3,0.00006,0.000000014,0.00000000025,0.00035,2,40,8-Lead PDIP (Narrow 0.3 Inch) 8-Lead SOIC (Narrow 0.15 Inch) CHIPS OR DIE
LT1114,,0.00000000018,,0.00000000007,120,0.0000003,0.000000025,0.0000000000001,0.000000000000008,4,750000,0.3,0.00006,0.000000014,0.00000000025,0.00035,2,40,14-Lead PDIP (Narrow 0.3 Inch) 16-Lead SOIC (Narrow 0.15 Inch)
LT1128,0.0000008,0.00000005,,0.000000025,114,0.000000035,0.0000000017,,0.000000000001,1,20000000,6,0.00004,0.00000000085,0.00000009,0.0074,8,44,8-Lead PDIP (Narrow 0.3 Inch) 8-Lead SOIC (Narrow 0.15 Inch)
LTC1250,0.00000005,0.0000000004,,0.00000000005,110,0.00000075,,,0.000000000000004,1,1500000,10,0.00001,0.000000015,0.0000000002,0.003,4.75,18,8-Lead PDIP (Narrow 0.3 Inch) 8-Lead SOIC (Narrow 0.15 Inch)
OP213,,,,0.00000024,100,0.00000012,0.000000029,0.0000000000032,0.0000000000004,2,3400000,1.2,0.0001,0.0000000047,0.0000006,0.003,4,36,8-Lead PDIP 8-Lead SOIC
AD797,0.000001,0.0000002,8000000,0.00000025,120,0.00000005,,,0.000000000002,1,110000000,20,0.00004,0.0000000009,0.0000009,0.0105,10,36,8-Lead PDIP 8-Lead SOIC
LT1217,,,10000000,,60,,,,0.0000000000007,1,,500,0.003,0.0000000065,,0.001,10,36,8-Lead PDIP (Narrow 0.3 Inch) 8-Lead SOIC (Narrow 0.15 Inch)
OP285,,0.00000005,,0.0000001,80,,,1,0.0000000000009,2,9000000,22,0.00025,0.000000006,0.00000035,0.0025,9,44,8-Lead SOIC
OP295,,0.000000003,,0.000000007,90,0.00000125,,,0.0000000000001,2,85000,0.03,0.0005,0.000000045,0.00000002,0.000175,3,36,8-Lead PDIP 8-Lead SOIC
LT1225,,0.0000004,,0.000004,94,,,,0.0000000000015,1,150000000,400,0.001,0.0000000075,0.000008,0.007,5,36,8-Lead PDIP (Narrow 0.3 Inch) 8-Lead SOIC (Narrow 0.15 Inch)
LT1226,,0.0000004,,0.000004,94,,,,0.0000000000015,1,1000000000,400,0.001,0.0000000026,0.000008,0.007,5,36,8-Lead PDIP (Narrow 0.3 Inch) 8-Lead SOIC (Narrow 0.15 Inch)
LT1227,,,140000000,,55,,,,0.0000000000017,1,,1100,0.01,0.0000000032,,0.01,4,36,8-Lead PDIP (Narrow 0.3 Inch) 8-Lead SOIC (Narrow 0.15 Inch)
LT1227MJ8,,,,,55,,,,0.0000000000017,1,,1100,0.01,0.0000000032,,0.01,4,36,8-Lead PDIP (Narrow 0.3 Inch) 8-Lead SOIC (Narrow 0.15 Inch)
LTC1047,0.00000005,0.00000000006,,0.000000000005,110,0.0000035,,,0.0000000000000015,2,200000,0.2,0.00001,,0.00000000003,0.00006,4.75,16,8-Lead PDIP (Narrow 0.3 Inch) 16-Lead SOIC (Wide 0.3 Inch)
OP275,,0.00000005,,0.0000001,80,,,0.0000000000029,0.0000000000015,2,9000000,22,0.001,0.000000006,0.00000035,0.0025,9,44,8-Lead PDIP 8-Lead SOIC
LT1187,,0.000001,,0.0000005,70,,,,0.0000000000015,1,50000000,165,0.01,0.000000065,0.000002,0.013,4,18,8-Lead PDIP (Narrow 0.3 Inch) 8-Lead SOIC (Narrow 0.15 Inch)
LT1189,,0.0000001,,0.0000005,80,,,,0.00000000000125,1,180000000,220,0.003,0.00000003,0.000002,0.013,4,18,8-Lead PDIP (Narrow 0.3 Inch) 8-Lead SOIC (Narrow 0.15 Inch)
LTC1151,0.00000005,0.0000000002,,0.000000000015,106,0.0000015,,,0.0000000000000022,2,2000000,2.5,0.000005,0.000000055,0.0000000001,0.0009,4.75,36,8-Lead PDIP (Narrow 0.3 Inch) 16-Lead SOIC (Wide 0.3 Inch)
AD811,,,140000000,0.000002,60,,,,0.00000000002,1,,400,0.003,0.0000000019,0.000005,0.0145,9,36,20-Lead LCC 8-Lead PDIP 8-Lead CerDIP 8-Lead SOIC 16-Lead SOIC Wide LCC:CER LEADLESS CHIP CARR CHIPS OR DIE
LT1124,0.000001,0.000000015,,0.000000007,112,0.00000007,0.000000014,0.0000000000013,0.0000000000003,2,12500000,4.5,0.00007,0.0000000027,0.00000002,0.0023,8,44,8-Lead PDIP (Narrow 0.3 Inch) 8-Lead SOIC (Narrow 0.15 Inch)
LT1125,0.000001,0.00000002,,0.000000007,112,0.00000007,0.000000014,0.0000000000013,0.0000000000003,4,12500000,4.5,0.00009,0.0000000027,0.00000002,0.0023,8,44,14-Lead PDIP (Narrow 0.3 Inch) 16-Lead SOIC (Wide 0.3 Inch)
LT1126,0.000001,0.000000015,,0.000000007,112,0.00000007,,,0.0000000000003,2,65000000,11,0.00007,0.0000000027,0.00000002,0.0026,8,44,8-Lead PDIP (Narrow 0.3 Inch) 8-Lead SOIC (Narrow 0.15 Inch)
LT1127,0.000001,0.00000000002,,0.000000007,112,0.00000007,,,0.0000000000003,4,65000000,11,0.00009,0.0000000027,0.00000002,0.0026,8,44,14-Lead PDIP (Narrow 0.3 Inch) 16-Lead SOIC (Wide 0.3 Inch)
LT1228,,0.0000002,100000000,0.0000004,55,,,,0.0000000000014,1,,500,0.005,0.00000002,0.000001,0.009,4,36,8-Lead PDIP (Narrow 0.3 Inch) 8-Lead SOIC (Narrow 0.15 Inch)
LT1229,,,100000000,,55,,,,0.0000000000014,2,,700,0.01,0.0000000032,,0.006,4,36,8-Lead PDIP (Narrow 0.3 Inch) 8-Lead SOIC (Narrow 0.15 Inch)
LT1230,,,100000000,,55,,,,0.0000000000014,4,,700,0.01,0.0000000032,,0.006,4,36,14-Lead PDIP (Narrow 0.3 Inch) 14-Lead SOIC (Narrow 0.15 Inch)
OP282,,0.00000000005,,0.000000000003,70,0.0000013,,,0.00000000000001,2,4000000,9,0.003,0.000000036,0.0000000001,0.00021,9,36,8-Lead SOIC 8-Lead MSOP
OP482,,0.00000000005,,0.000000000003,70,0.0000013,,,0.00000000000001,4,4000000,9,0.004,0.000000036,0.0000000001,0.00021,9,36,14-Ball WLCSP (2.123mm x 1.128mm) 14-Lead PDIP 14-Lead SOIC
RH1013M,,,,,97,0.00000055,,,,2,800000,0.2,0.0003,0.000000024,0.00000003,,4,44,8-Lead CERDIP (Narrow 0.3 Inch) 10-Lead Flatpak (Glass Sealed Hermetic) 8-Lead TO-5 (0.2 Inch PCD) CHIPS OR DIE
RH1014M,0.0000025,0.00000001,,0.00000003,97,0.00000055,,,0.00000000000007,4,500000,0.2,0.0003,0.000000024,0.00000003,0.00055,4,44,"14-Lead CERDIP (Narrow 0.3 Inch, Hermetic) 14-Lead Flatpak (Hermetic)"
LT1220,,0.0000003,,0.0000001,92,,,,0.000000000002,1,45000000,250,0.001,0.000000017,0.0000003,0.008,5,36,8-Lead PDIP (Narrow 0.3 Inch) 8-Lead SOIC (Narrow 0.15 Inch)
LT1221,,0.0000003,,0.0000001,92,,,,0.000000000002,1,150000000,250,0.001,0.000000006,0.0000003,0.008,5,36,8-Lead PDIP (Narrow 0.3 Inch) 8-Lead SOIC (Narrow 0.15 Inch)
LT1222,,0.0000000003,,0.0000001,100,,,,0.000000000002,1,500000000,200,0.0003,0.000000003,0.0000003,0.008,5,36,8-Lead PDIP (Narrow 0.3 Inch) 8-Lead SOIC (Narrow 0.15 Inch)
LT1223,,,100000000,,56,,,,0.0000000000022,1,,1000,0.003,0.000000033,,0.006,5,36,8-Lead PDIP (Narrow 0.3 Inch) 8-Lead SOIC (Narrow 0.15 Inch)
OP497,0.0000015,0.00000000015,,0.00000000006,114,0.0000003,,,0.00000000000002,4,500000,0.15,0.000075,0.000000015,0.00000000015,0.000625,4,40,14-Lead PDIP 16-Lead SOIC Wide LCC:CER LEADLESS CHIP CARR
AD745,,0.000000000075,,0.00000000015,90,0.00000038,,0.0000000000001,0.0000000000000069,1,20000000,12.5,0.0005,0.0000000029,0.00000000025,0.01,9.6,36,16-Lead SOIC Wide
LT1190,,0.0000017,,0.0000005,60,,,,0.000000000004,1,50000000,450,0.01,0.00000005,0.0000025,0.032,4,18,8-Lead PDIP (Narrow 0.3 Inch) 8-Lead SOIC (Narrow 0.15 Inch)
LT1191,,0.0000017,,0.0000005,60,,,,0.000000000004,1,90000000,450,0.005,0.000000025,0.0000025,0.032,4,18,8-Lead PDIP (Narrow 0.3 Inch) 8-Lead SOIC (Narrow 0.15 Inch)
LT1192,,0.0000017,,0.0000005,70,,,,0.000000000004,1,350000000,450,0.0025,0.000000009,0.0000025,0.032,4,18,8-Lead PDIP (Narrow 0.3 Inch) 8-Lead SOIC (Narrow 0.15 Inch)
LT1193,,0.000003,,0.0000005,60,,,,0.000000000004,1,80000000,500,0.012,0.00000005,0.0000035,0.035,4,18,8-Lead PDIP (Narrow 0.3 Inch) 8-Lead SOIC (Narrow 0.15 Inch)
LT1194,,0.000003,,0.0000005,65,,,,0.000000000004,1,350000000,500,0.006,0.000000015,0.0000035,0.035,4,18,8-Lead PDIP (Narrow 0.3 Inch) 8-Lead SOIC (Narrow 0.15 Inch)
LT1224,,0.0000004,,0.000004,86,,,,0.0000000000015,1,45000000,400,0.002,0.000000022,0.000008,0.007,5,36,8-Lead PDIP (Narrow 0.3 Inch) 8-Lead SOIC (Narrow 0.15 Inch)
AD704,0.0000015,0.00000000025,,0.0000000001,100,0.0000005,,,0.00000000000005,4,800000,0.15,0.00015,0.000000015,0.00000000027,0.0006,4,36,20-Lead LCC 14-Lead PDIP 16-Lead SOIC Wide
AD706,0.0000015,0.00000000015,,0.00000000005,110,0.0000005,,,0.00000000000005,2,800000,0.15,0.0001,0.000000015,0.0000000002,0.0006,4,36,8-Lead PDIP 8-Lead SOIC
AD743,,0.00000000015,,0.00000000015,80,0.00000038,0.000000024,0.0000000000001,0.0000000000000069,1,4500000,2.8,0.001,0.0000000029,0.0000000004,0.01,9.6,36,16-Lead SOIC Wide
AD829,,0.0000005,120000000,0.0000033,100,,,,0.0000000000015,1,750000000,230,,0.0000000017,0.000007,0.0053,9,36,20-Lead LCC 8-Lead PDIP 8-Lead CerDIP 8-Lead SOIC CHIPS OR DIE
OP297,0.000002,0.0000000001,,0.00000000005,120,0.0000005,,,0.00000000000002,2,500000,0.15,0.00005,0.000000017,0.0000000001,0.000625,4,40,8-Lead PDIP 8-Lead CerDIP 8-Lead SOIC
AD827,,0.0000003,50000000,0.0000033,80,,,,0.0000000000015,2,50000000,0.3,0.002,0.000000015,0.000007,0.0105,9,36,LCC:CER LEADLESS CHIP CARR 8-Lead PDIP 8-Lead CerDIP 16-Lead SOIC Wide CHIPS OR DIE
LT1122,0.000018,0.00000000004,,0.00000000001,83,0.000003,,,0.000000000000002,1,14000000,80,0.0006,0.000000014,0.000000000075,0.0075,20,40,8-Lead PDIP (Narrow 0.3 Inch) 8-Lead SOIC (Narrow 0.15 Inch)
LTC1049,0.0000001,0.0000000001,,0.000000000015,110,0.000003,,,0.000000000000002,1,800000,0.8,0.00001,0.00000008,0.00000000005,0.0002,4.75,18,8-Lead PDIP (Narrow 0.3 Inch) 8-Lead SOIC (Narrow 0.15 Inch)
LTC1150,0.00000005,0.0000000002,,0.00000000001,110,0.0000018,,,0.0000000000000018,1,2500000,3,0.00001,0.00000009,0.0000000001,0.0008,4.75,32,8-Lead PDIP (Narrow 0.3 Inch) 8-Lead SOIC (Narrow 0.15 Inch)
AD746,0.00002,0.000000000125,13000000,0.00000000011,78,0.000002,,,0.00000000000001,2,13000000,75,0.0015,0.000000016,0.00000000025,0.004,9,36,8-Lead PDIP 8-Lead CerDIP 8-Lead SOIC CHIPS OR DIE
LT1077,0.0000016,0.00000000000035,,0.000000007,97,0.0000005,,,0.000000000000065,1,230000,0.08,0.00004,0.000000027,0.000000009,0.000048,2.2,44,8-Lead PDIP (Narrow 0.3 Inch) 8-Lead SOIC (Narrow 0.15 Inch)
AD843,,0.0000000004,,0.00000000004,70,,,,0.000000000012,1,34000000,250,0.001,0.000000019,0.000000001,0.012,9,36,8-Lead PDIP 14-Lead CerDIP 8-Lead CerDIP 16-Lead SOIC Wide LCC:CER LEADLESS CHIP CARR CHIPS OR DIE
LTC1051,0.00000005,0.000000000125,,0.000000000015,106,0.0000015,,,0.0000000000000022,2,2500000,4,0.000005,0.00000007,0.000000000065,0.001,4.75,16.5,8-Lead PDIP (Narrow 0.3 Inch) 16-Lead SOIC (Wide 0.3 Inch)
OP249,,0.000000000025,,0.00000000004,80,0.000002,,,0.000000000000003,2,4700000,22,0.00075,0.000000016,0.000000000075,0.0035,9,36,8-Lead PDIP 8-Lead SOIC CERDIP GLASS SEAL LCC:CER LEADLESS CHIP CARR
AD844,,,60000000,0.00000015,100,,,,0.000000000012,1,,2000,0.00015,0.000000002,0.00000025,0.0065,9,36,8-Lead PDIP 8-Lead CerDIP 16-Lead SOIC Wide CHIPS OR DIE
AD844S,,,60000000,,,,,,,1,,,0.0003,,0.00000045,,9,36,CERDIP GLASS SEAL
AD848,,0.0000003,35000000,0.0000033,92,,,,0.0000000000015,1,175000000,300,0.0023,0.000000005,0.000005,0.0048,9,36,8-Lead PDIP 8-Lead CerDIP 8-Lead SOIC CHIPS OR DIE
AD708,0.000001,0.000000001,,0.000000001,130,0.00000023,0.000000013,,0.00000000000012,2,900000,0.3,0.00003,0.0000000096,0.000000001,0.00275,6,36,8-Lead PDIP 8-Lead CerDIP
AD841,,0.0000002,40000000,0.0000035,103,,,,,1,40000000,300,0.001,0.000000015,0.000005,0.011,10,36,20-Lead LCC 14-Lead PDIP 14-Lead CerDIP LCC:CER LEADLESS CHIP CARR
